group,method,run_name,train_size,seed,run_dir,id_accuracy,id_auroc,far_ood_mutual_information,far_ood_logit_variance_sum,far_ood_expected_pairwise_kl,far_ood_softmax_variance_sum,near_ood_mutual_information,near_ood_logit_variance_sum,near_ood_expected_pairwise_kl,near_ood_softmax_variance_sum,far_ood_predictive_entropy,far_ood_one_minus_max_softmax,near_ood_predictive_entropy,near_ood_one_minus_max_softmax,long_tail_mutual_information,long_tail_logit_variance_sum,long_tail_expected_pairwise_kl,long_tail_softmax_variance_sum,long_tail_predictive_entropy,long_tail_one_minus_max_softmax
data_eff,ensemble,pneumonia_ensemble_n10000,10000.0,0,/vol/miltank/users/ahra/robustness-of-bayesian-deep-learning-for-uncertainty-quantification/outputs/pneumonia_ensemble_n10000/20260704_162949,0.844551282051282,0.976123164584703,0.7337963483461877,,,0.732968130476169,0.8693836789780511,,,0.8711373229228865,,,,,,,,,,
data_eff,ensemble,pneumonia_ensemble_n10000,10000.0,1,/vol/miltank/users/ahra/robustness-of-bayesian-deep-learning-for-uncertainty-quantification/outputs/pneumonia_ensemble_n10000/20260704_164134,0.907051282051282,0.9816020162174008,0.7979115605723324,,,0.8185500191127201,0.8923177522780965,,,0.9066874644836171,,,,,,,,,,
data_eff,ensemble,pneumonia_ensemble_n10000,10000.0,2,/vol/miltank/users/ahra/robustness-of-bayesian-deep-learning-for-uncertainty-quantification/outputs/pneumonia_ensemble_n10000/20260704_164250,0.8798076923076923,0.9816622835853605,0.7017221122928519,,,0.7084687151005479,0.8944783021942995,,,0.8979255547767193,,,,,,,,,,
data_eff,ensemble,pneumonia_ensemble_n10000,10000.0,3,/vol/miltank/users/ahra/robustness-of-bayesian-deep-learning-for-uncertainty-quantification/outputs/pneumonia_ensemble_n10000/20260704_164847,0.8878205128205128,0.975761560376945,0.8095333123468171,,,0.8062907082199686,0.8845972658514846,,,0.8838415060677126,,,,,,,,,,
data_eff,ensemble,pneumonia_ensemble_n10000,10000.0,4,/vol/miltank/users/ahra/robustness-of-bayesian-deep-learning-for-uncertainty-quantification/outputs/pneumonia_ensemble_n10000/20260704_165840,0.8958333333333334,0.9778544817006356,0.9237973976719958,,,0.9254646077395273,0.8586312743206095,,,0.8641970701327771,,,,,,,,,,
data_eff,lll,pneumonia_lll_n100,100.0,0,/vol/miltank/users/ahra/robustness-of-bayesian-deep-learning-for-uncertainty-quantification/outputs/pneumonia_lll_n100/20260715_154124,0.8237179487179487,0.9092044707429323,0.7197288242304319,0.8509418636026354,0.7283019097729709,0.7202150743147528,0.8100300789509363,0.8439197845363471,0.794470477772874,0.8125005408586239,,,,,,,,,,
data_eff,lll,pneumonia_lll_n100,100.0,1,/vol/miltank/users/ahra/robustness-of-bayesian-deep-learning-for-uncertainty-quantification/outputs/pneumonia_lll_n100/20260715_154123,0.8269230769230769,0.9171707210168748,0.765383865866181,0.706898005531446,0.6676059069547816,0.7906873739872132,0.8054088927253795,0.8309566653253373,0.7868352667226276,0.8018308424990841,,,,,,,,,,
data_eff,lll,pneumonia_lll_n100,100.0,2,/vol/miltank/users/ahra/robustness-of-bayesian-deep-learning-for-uncertainty-quantification/outputs/pneumonia_lll_n100/20260715_154431,0.421474358974359,0.8723756300679377,0.6646628759771847,0.8656075971188512,0.6419522331901752,0.6494265715527774,0.7355512322922886,0.7441722483276652,0.7307846903115635,0.7230434709710359,,,,,,,,,,
data_eff,lll,pneumonia_lll_n100,100.0,3,/vol/miltank/users/ahra/robustness-of-bayesian-deep-learning-for-uncertainty-quantification/outputs/pneumonia_lll_n100/20260715_154443,0.8108974358974359,0.9114946307253999,0.723617419557934,0.7629338774837167,0.6938170350549772,0.7288181405946679,0.7346438067360697,0.7856635415855378,0.7257876524139601,0.7316211281733979,,,,,,,,,,
data_eff,lll,pneumonia_lll_n100,100.0,4,/vol/miltank/users/ahra/robustness-of-bayesian-deep-learning-for-uncertainty-quantification/outputs/pneumonia_lll_n100/20260715_154736,0.6282051282051282,0.9035283804514574,0.7699339112120462,0.6971594188234059,0.6952643083069128,0.8030659051559372,0.6574765321443097,0.7029828893965748,0.6632301411136208,0.6277098369203078,,,,,,,,,,
data_eff,lll,pneumonia_lll_n1000,1000.0,0,/vol/miltank/users/ahra/robustness-of-bayesian-deep-learning-for-uncertainty-quantification/outputs/pneumonia_lll_n1000/20260715_154801,0.8766025641025641,0.9709072978303748,0.6900240033278618,0.7740464251718271,0.6832755267240797,0.686536400362767,0.93404504018219,0.8732321134447358,0.9557661929466266,0.9227888707881536,,,,,,,,,,
data_eff,lll,pneumonia_lll_n1000,1000.0,1,/vol/miltank/users/ahra/robustness-of-bayesian-deep-learning-for-uncertainty-quantification/outputs/pneumonia_lll_n1000/20260715_155146,0.8637820512820513,0.9711812404120097,0.8962783599037619,0.9152097902097903,0.9586085471334667,0.8572729521282576,0.893370127945516,0.8768136792520862,0.9272353596781963,0.8806250198314829,,,,,,,,,,
data_eff,lll,pneumonia_lll_n1000,1000.0,2,/vol/miltank/users/ahra/robustness-of-bayesian-deep-learning-for-uncertainty-quantification/outputs/pneumonia_lll_n1000/20260715_155218,0.7644230769230769,0.9347359193513041,0.7564257152279661,0.8344355938809315,0.7509963910687383,0.7510750905043508,0.8358889804742825,0.8864820229410594,0.8246973084711441,0.8399574091862313,,,,,,,,,,
data_eff,lll,pneumonia_lll_n1000,1000.0,3,/vol/miltank/users/ahra/robustness-of-bayesian-deep-learning-for-uncertainty-quantification/outputs/pneumonia_lll_n1000/20260715_155539,0.8701923076923077,0.9477646285338593,0.9044750466575227,0.8170678464086825,0.9007675068768317,0.9127513697449389,0.8921426492986146,0.8669842498363002,0.9020454101294886,0.8893184207793556,,,,,,,,,,
data_eff,lll,pneumonia_lll_n1000,1000.0,4,/vol/miltank/users/ahra/robustness-of-bayesian-deep-learning-for-uncertainty-quantification/outputs/pneumonia_lll_n1000/20260715_155549,0.8557692307692307,0.9667652859960553,0.8220141996267399,0.8221303749840727,0.8904044776231271,0.7991997953814675,0.9169744602952077,0.8354269069232788,0.9371651183687129,0.9055120434792643,,,,,,,,,,
data_eff,lll,pneumonia_lll_n10000,10000.0,0,/vol/miltank/users/ahra/robustness-of-bayesian-deep-learning-for-uncertainty-quantification/outputs/pneumonia_lll_n10000/20260715_155920,0.9150641025641025,0.9721783914091606,0.7803494067561592,0.9490575742585388,0.8290076750687684,0.7663549606877581,0.9548204565712158,0.8807494173149759,0.9651321065217454,0.9462697070853923,,,,,,,,,,
data_eff,lll,pneumonia_lll_n10000,10000.0,1,/vol/miltank/users/ahra/robustness-of-bayesian-deep-learning-for-uncertainty-quantification/outputs/pneumonia_lll_n10000/20260715_155934,0.8862179487179487,0.9710059171597634,0.9275787181735734,0.964150533282366,0.9989384945172728,0.8900793740022036,0.9544218437654146,0.8529179142472259,0.9779290919921193,0.9441390396081588,,,,,,,,,,
data_eff,lll,pneumonia_lll_n10000,10000.0,2,/vol/miltank/users/ahra/robustness-of-bayesian-deep-learning-for-uncertainty-quantification/outputs/pneumonia_lll_n10000/20260715_160518,0.8974358974358975,0.972715318869165,0.8840787762612522,0.9363860282268642,0.9898730690531334,0.8561074509627564,0.9393071438770478,0.8135111351973485,0.9589317032575555,0.9312274822526256,,,,,,,,,,
data_eff,lll,pneumonia_lll_n10000,10000.0,3,/vol/miltank/users/ahra/robustness-of-bayesian-deep-learning-for-uncertainty-quantification/outputs/pneumonia_lll_n10000/20260715_160541,0.907051282051282,0.9754985754985754,0.9621474452664165,0.9939134418636026,0.9917670084470728,0.935796250908791,0.8444234591298379,0.8287864250254565,0.8540284772882646,0.8358519316585468,,,,,,,,,,
data_eff,lll,pneumonia_lll_n10000,10000.0,4,/vol/miltank/users/ahra/robustness-of-bayesian-deep-learning-for-uncertainty-quantification/outputs/pneumonia_lll_n10000/20260715_161208,0.8766025641025641,0.9811308349769888,0.942911991545432,0.931319752059302,0.9860570833239644,0.9112804398174172,0.9270162668639719,0.8340969806387034,0.9395004106919818,0.9177635279559004,,,,,,,,,,
data_eff,map,pneumonia_map_n100,100.0,0,/vol/miltank/users/ahra/robustness-of-bayesian-deep-learning-for-uncertainty-quantification/outputs/pneumonia_map_n100/20260715_161458,0.8589743589743589,0.9229563883410038,,,,,,,,,0.5512600341780406,0.5512602684025514,0.7139315806629339,0.713931670806038,,,,,,
data_eff,map,pneumonia_map_n100,100.0,1,/vol/miltank/users/ahra/robustness-of-bayesian-deep-learning-for-uncertainty-quantification/outputs/pneumonia_map_n100/20260715_161800,0.842948717948718,0.9208634670173133,,,,,,,,,0.7689717169218777,0.7689721853708992,0.6005384067314543,0.6005383616599024,,,,,,
data_eff,map,pneumonia_map_n100,100.0,2,/vol/miltank/users/ahra/robustness-of-bayesian-deep-learning-for-uncertainty-quantification/outputs/pneumonia_map_n100/20260715_161857,0.47275641025641024,0.9101687486302871,,,,,,,,,0.37504895292274715,0.3750487186982364,0.42243794368435783,0.42243762818349384,,,,,,
data_eff,map,pneumonia_map_n100,100.0,3,/vol/miltank/users/ahra/robustness-of-bayesian-deep-learning-for-uncertainty-quantification/outputs/pneumonia_map_n100/20260715_162133,0.8157051282051282,0.9214332675871137,,,,,,,,,0.6069162281983826,0.6069159939738719,0.5593650932728725,0.5593651834159765,,,,,,
